FK_acumuladoinsumos_almacen,dbo,acumuladoinsumos,idalmacen,dbo,almacen,idalmacen
FK_acumuladoinsumos_insumos,dbo,acumuladoinsumos,idinsumo,dbo,insumos,idinsumo
FK_almacen_empresas,dbo,almacen,idempresa,dbo,empresas,idempresa
FK_app_settings_app_list,dbo,app_settings,app_id,dbo,app_list,app_id
FK_areasdetalle_areas,dbo,areasdetalle,idarea,dbo,areas,idarea
FK_areasdetalle_empresas,dbo,areasdetalle,idempresa,dbo,empresas,idempresa
FK_areasrestaurantdetalle_areasrestaurant,dbo,areasrestaurantdetalle,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_areasrestaurantdetalle_empresas,dbo,areasrestaurantdetalle,idempresa,dbo,empresas,idempresa
FKPendientesLog,dbo,AxPendientes,IdLog,dbo,AxLog,Id
FK_cargosareas,dbo,cargosareas,idproducto,dbo,productos,idproducto
FK_cargosidareas,dbo,cargosareas,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_carrierproducts_carriers,dbo,carrierproducts,carrierid,dbo,carriers,carrierid
FK_cheqdet_productos,dbo,cheqdet,idproducto,dbo,productos,idproducto
FK_cheqdetf_productos,dbo,cheqdetf,idproducto,dbo,productos,idproducto
FK_cheqdetfeliminados_productos,dbo,cheqdetfeliminados,idproducto,dbo,productos,idproducto
FK_chequespagos_formasdepago,dbo,chequespagos,idformadepago,dbo,formasdepago,idformadepago
FK_chequespagosf_formasdepago,dbo,chequespagosf,idformadepago,dbo,formasdepago,idformadepago
FK_CloudWorkspaceSettings_PriceLists,dbo,CloudWorkspaceSettings,DefaultPriceList,dbo,PriceLists,PriceListId
FK_colonias_zonasdomicilio,dbo,colonias,idzona,dbo,zonasdomicilio,idzona
FK_comentarios_productos,dbo,comentarios,idproducto,dbo,productos,idproducto
FK_comisionistas_tipocomisionistas,dbo,comisionistas,idtipocomisionista,dbo,tipocomisionistas,idtipocomisionista
FK_compras_proveedores,dbo,compras,idproveedor,dbo,proveedores,idproveedor
FK_comprasmovtos_almacen,dbo,comprasmovtos,idalmacen,dbo,almacen,idalmacen
FK_comprasmovtos_compras,dbo,comprasmovtos,idcompra,dbo,compras,idcompra
FK_configuracionarchivoexportacion_empresas,dbo,configuracionarchivoexportacion,idempresa,dbo,empresas,idempresa
FK_cortesiasmonederodetalle_cortesiasmonedero,dbo,cortesiasmonederodetalle,idcortesia,dbo,cortesiasmonedero,idcortesia
FK_cortesiasmonederotarjetas_cortesiasmonedero,dbo,cortesiasmonederotarjetas,idcortesia,dbo,cortesiasmonedero,idcortesia
FK_costos_insumos,dbo,costos,idinsumo,dbo,insumos,idinsumo
FK_costos_productos,dbo,costos,idproducto,dbo,productos,idproducto
FK_deptosventa_cuentascontables,dbo,deptosventa,idcuentacontable,dbo,cuentascontables,idcuentacontable
FK_deptosventagrupos_deptosventa,dbo,deptosventagrupos,iddeptoventa,dbo,deptosventa,iddeptoventa
FK_deptosventagruposinsumos_deptosventa,dbo,deptosventagruposinsumos,iddeptoventa,dbo,deptosventa,iddeptoventa
FK_elaborados_insumos1,dbo,elaborados,idelaborado,dbo,insumos,idinsumo
FK__empresas__idesta__605D434C,dbo,empresas,idestado,dbo,estados,idestado
FK__empresas__idpais__61516785,dbo,empresas,idpais,dbo,paises,idpais
FK__empresas__idregi__5AA469F6,dbo,empresas,idregionempresa,dbo,regionempresa,idregionempresa
FK__empresas__idtipo__59B045BD,dbo,empresas,idtipoempresa,dbo,tipoempresa,idtipoempresa
FK__empresas___idemp__7A1D154F,dbo,empresas_regalias_config,idempresa,dbo,empresas,idempresa
FK_empresasvi_cuentascontables,dbo,empresasvi,idcuentacontable,dbo,cuentascontables,idcuentacontable
FK_empresasvp_cuentascontables,dbo,empresasvp,idcuentacontable,dbo,cuentascontables,idcuentacontable
FKid,dbo,ERP_settings,Idcatalogo,dbo,ERPConfig,Id
FK_estacionesareas_areas,dbo,estacionesareas,idarea,dbo,areas,idarea
FK_estacionesareas_estaciones,dbo,estacionesareas,idestacion,dbo,estaciones,idestacion
FK__estados__idpais__5F691F13,dbo,estados,idpais,dbo,paises,idpais
FK_etiquetaslenguaje_etiquetaslenguaje,dbo,etiquetaslenguaje,ididioma,dbo,idiomas,ididioma
FK_explosioninsumosdetalle_explosionproductos,dbo,explosioninsumosdetalle,idexplosion,dbo,explosionproductos,id
FK_explosionproductosdetalle_id,dbo,explosionproductosdetalle,id,dbo,explosionproductos,id
FK_explosionproductosdetalle_productos,dbo,explosionproductosdetalle,idproducto,dbo,productos,idproducto
FK_facturas_clientes,dbo,facturas,idcliente,dbo,clientes,idcliente
FK_facturas_empresas,dbo,facturas,idempresa,dbo,empresas,idempresa
FK_facturas_rep_clientes,dbo,facturas_rep,idcliente,dbo,clientes,idcliente
FK_facturas_rep_doctos_facturas_rep_pagos,dbo,facturas_rep_doctos,idfact_rep_pago,dbo,facturas_rep_pagos,idfact_rep_pago
FK_facturas_rep_pagos_facturas_rep,dbo,facturas_rep_pagos,idfactura_rep,dbo,facturas_rep,idfactura_rep
FK_facturascfdipendientesregistrar_facturas,dbo,facturascfdipendientesregistrar,idfactura,dbo,facturas,idfactura
FK_facturascomplementoine_clientes,dbo,facturascomplementoine,idcliente,dbo,clientes,idcliente
FK_facturasentidadesine_facturascomplementoine,dbo,facturasentidadesine,idfacturascomplementoine,dbo,facturascomplementoine,idfacturascomplementoine
FK_foliosalmacen_almacen,dbo,foliosalmacen,idalmacen,dbo,almacen,idalmacen
FK_formasdepago_servicecode,dbo,formasdepago,servicecode,dbo,servicecodes,servicecode
FK_formasdepago_app_area_app_list,dbo,formasdepago_app_area,FKapp_id,dbo,app_list,app_id
FK_formasdepago_app_area_areasrestaurant,dbo,formasdepago_app_area,FKidarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_formasdepago_app_area_formasdepago,dbo,formasdepago_app_area,FKidformadepago,dbo,formasdepago,idformadepago
FK_gastos_compras,dbo,gastos,idcompra,dbo,compras,idcompra
FK_gastos_cuentascontables,dbo,gastos,idcuentacontable,dbo,cuentascontables,idcuentacontable
FK_gastos_empresas,dbo,gastos,idempresa,dbo,empresas,idempresa
FK_gastos_tipogastos,dbo,gastos,Idtipogasto,dbo,tipogastos,Idtipogasto
FK_gastosmovtos_gastos,dbo,gastosmovtos,idgasto,dbo,gastos,idgasto
FK_grupoformasdepagodet_formasdepago,dbo,grupoformasdepagodet,idformadepago,dbo,formasdepago,idformadepago
FK_grupoformasdepagodet_grupoformasdepago,dbo,grupoformasdepagodet,idgrupoformadepago,dbo,grupoformasdepago,idgrupoformadepago
FK_grupos_servicecode,dbo,grupos,servicecode,dbo,servicecodes,servicecode
FK_gruposi_gruposiclasificacion,dbo,gruposi,idgruposiclasificacion,dbo,gruposiclasificacion,idgruposiclasificacion
FK_gruposmodificadoresproductos_empresas,dbo,gruposmodificadoresproductos,idempresa,dbo,empresas,idempresa
FK_gruposmodificadoresproductos_gruposmodificadores,dbo,gruposmodificadoresproductos,idgruposmodificadores,dbo,gruposmodificadores,idgruposmodificadores
FK_gruposmodificadoresproductos_productos,dbo,gruposmodificadoresproductos,idproducto,dbo,productos,idproducto
FK_grupossubgrupos_grupos,dbo,grupossubgrupos,idgrupo,dbo,grupos,idgrupo
FK_grupossubgrupos_subgrupos,dbo,grupossubgrupos,idsubgrupo,dbo,subgrupos,idsubgrupo
FK_huellaclientes_idcliente,dbo,huellaclientes,idcliente,dbo,clientes,idcliente
FK_huellausuarios_usuarios,dbo,huellausuarios,usuario,dbo,usuarios,usuario
FK_Impuestos_insumos,dbo,impuestos,idinsumo,dbo,insumos,idinsumo
FK_Impuestos_Regiones,dbo,impuestos,idregion,dbo,regiones,idregion
FK_insumoscostoproveedor_proveedores,dbo,insumoscostoproveedor,idproveedor,dbo,proveedores,idproveedor
FK_insumosdetalle_idinsumo,dbo,insumosdetalle,idinsumo,dbo,insumos,idinsumo
FK__insumospr__idins__40257DE4,dbo,insumospresentacionesdetalle,idinsumospresentaciones,dbo,insumospresentaciones,idinsumospresentaciones
FK_inventariopendiente_almacen,dbo,inventariopendiente,idalmacen,dbo,almacen,idalmacen
FK_listadeprecios_monedas,dbo,listadeprecios,clavemoneda,dbo,monedas,clavemoneda
FK_listadepreciosdetalle_listadeprecios,dbo,listadepreciosdetalle,idlistaprecio,dbo,listadeprecios,idlistaprecio
FK_listadepreciosdetalle_productos,dbo,listadepreciosdetalle,idproducto,dbo,productos,idproducto
FK_meseros_empresas,dbo,meseros,idempresa,dbo,empresas,idempresa
FK_gruposmodificadores_modificadores,dbo,modificadores,idgruposmodificadores,dbo,gruposmodificadores,idgruposmodificadores
FK_modificadores_empresas,dbo,modificadores,idempresa,dbo,empresas,idempresa
FK_modificadores_productos,dbo,modificadores,idproducto,dbo,productos,idproducto
FK_ModifiersPriceLists_gruposmodificadoresproductos,dbo,ModifiersPriceLists,FKidgrupomodificadoresproductos,dbo,gruposmodificadoresproductos,WorkspaceId
FK_ModifiersPriceLists_PriceLists,dbo,ModifiersPriceLists,FKPriceList,dbo,PriceLists,PriceListId
FK_ModifiersPriceLists_productos,dbo,ModifiersPriceLists,FKidmodificador,dbo,productos,idproducto
FK_movsinv_almacen,dbo,movsinv,idalmacen,dbo,almacen,idalmacen
FK_movsinv_conceptos,dbo,movsinv,idconcepto,dbo,conceptos,idconcepto
FK_movsinv_insumos,dbo,movsinv,idinsumo,dbo,insumos,idinsumo
FK_movtosalmacen_almacen,dbo,movtosalmacen,idalmacen,dbo,almacen,idalmacen
FK_movtosalmacen_conceptos,dbo,movtosalmacen,idconcepto,dbo,conceptos,idconcepto
FK_movtosalmacen_insumospresentaciones,dbo,movtosalmacen,idinsumospresentaciones,dbo,insumospresentaciones,idinsumospresentaciones
FK_movtoscaja_CashMovementsType,dbo,movtoscaja,IdCashMovementType,dbo,CashMovementsType,Id
FK_movtoscajadetalles_,dbo,movtoscajadetalles,folio,dbo,movtoscaja,folio
FK__nsplatfor__idalm__2BDF596C,dbo,nsplatforminventory,idalmacen,dbo,almacen,idalmacen
FK__nsplatfor__idins__2AEB3533,dbo,nsplatforminventory,idinsumo,dbo,insumos,idinsumo
FK__nsplatfor__TaxId__4203A4B5,dbo,nsplatformtaxschemasdetails,TaxId,dbo,nsplatformtaxes,WorkspaceId
FK__nsplatfor__TaxSc__410F807C,dbo,nsplatformtaxschemasdetails,TaxSchemaId,dbo,nsplatformtaxschemas,WorkspaceId
FK_ordenescompra_proveedores,dbo,ordenescompra,idproveedor,dbo,proveedores,idproveedor
FK_ordenescompramov_almacen,dbo,ordenescompramov,idalmacen,dbo,almacen,idalmacen
FK_ordenescompramov_ordenescompra,dbo,ordenescompramov,idordencompra,dbo,ordenescompra,idordencompra
FK_paquetes_productos1,dbo,paquetes,idproductopaquete,dbo,productos,idproducto
FK_parametros3_clientes,dbo,parametros3,idcliente_FactG,dbo,clientes,idcliente
FK_PaymentMethodSRAPP_formasdepago,dbo,PaymentMethodSRAPP,idformadepago,dbo,formasdepago,idformadepago
FK_pedidos_empresas,dbo,pedidos,idempresa,dbo,empresas,idempresa
FK_pedidosdetalle_insumospresentaciones,dbo,pedidosdetalle,idinsumo,dbo,insumospresentaciones,idinsumospresentaciones
FK_pedidosdetalle_pedidos,dbo,pedidosdetalle,idpedido,dbo,pedidos,idpedido
FK_perfilesformasdepago_formasdepago,dbo,perfilesformasdepago,idformadepago,dbo,formasdepago,idformadepago
FK_perfilesformasdepago_usuariosperfiles,dbo,perfilesformasdepago,idusuariosperfiles,dbo,usuariosperfiles,idusuariosperfiles
FK_polizasgeneradasdetalle_idpoliza,dbo,polizasgeneradasdetalle,idpoliza,dbo,polizasgeneradas,idpoliza
FK_productos_grupos,dbo,productos,idgrupo,dbo,grupos,idgrupo
FK_productos_puntos_productos,dbo,productos_puntos,idproducto,dbo,productos,idproducto
FK_ProductosAgruparConfig_productos,dbo,ProductosAgruparConfig,FKidproductoPrincipal,dbo,productos,idproducto
FK_productosdelivery_productos,dbo,productosdelivery,idproducto,dbo,productos,idproducto
FK_productosdetalle_empresas,dbo,productosdetalle,idempresa,dbo,empresas,idempresa
FK_productosdetalle_productos,dbo,productosdetalle,idproducto,dbo,productos,idproducto
FK_unidades_productos,dbo,productosdetalle,idunidad,dbo,udsmedida,idunidad
FK_productosenproduccion_monitoresproduccion,dbo,productosenproduccion,idmonitor,dbo,monitoresproduccion,idmonitor
FK_productosenproduccion_productos,dbo,productosenproduccion,idproducto,dbo,productos,idproducto
FK_ProductosEquivalenciasConfig_productos,dbo,ProductosEquivalenciasConfig,FKidproductoEquivalente,dbo,productos,idproducto
FK_ProductosEquivalenciasConfig_ProductosAgruparConfig,dbo,ProductosEquivalenciasConfig,FKProductosAgruparConfig,dbo,ProductosAgruparConfig,ProductosAgruparConfigID
FK_productosmonedero_areasrestaurant,dbo,productosmonedero,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_productosmonedero_empresas,dbo,productosmonedero,idempresa,dbo,empresas,idempresa
FK_productosmonedero_productos,dbo,productosmonedero,idproducto,dbo,productos,idproducto
FK_productosmonitores_monitoresproduccion,dbo,productosmonitores,idmonitor,dbo,monitoresproduccion,idmonitor
FK_productosmonitores_productos,dbo,productosmonitores,idproducto,dbo,productos,idproducto
FK_ProductPriceLists_FKPriceList,dbo,ProductPriceLists,FKPriceList,dbo,PriceLists,PriceListId
FK_ProductPriceLists_idproducto,dbo,ProductPriceLists,idproducto,dbo,productos,idproducto
FK_promoproductos_productos,dbo,promoproductos,idproducto,dbo,productos,idproducto
FK_promoproductos_promociones,dbo,promoproductos,idpromocion,dbo,promociones,idpromocion
FK_proveedores_tipoproveedores,dbo,proveedores,idtipoproveedor,dbo,tipoproveedores,idtipoproveedor
FK__proveedor__idpro__31A25463,dbo,proveedorespredet,idempresa,dbo,empresas,idempresa
FK__proveedor__idpro__3296789C,dbo,proveedorespredet,idproveedor,dbo,proveedores,idproveedor
FK_puntosgruposdeproductos_grupos,dbo,puntosgruposdeproductos,idgrupoproducto,dbo,grupos,idgrupo
FK_recetasalmacenes_almacen,dbo,recetasalmacenes,idalmacen,dbo,almacen,idalmacen
FK_recetasalmacenes_areasrestaurant,dbo,recetasalmacenes,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_recetasalmacenes_productos,dbo,recetasalmacenes,idproducto,dbo,productos,idproducto
FK_registro_licencias_empresas,dbo,registro_licencias,idempresa,dbo,empresas,idempresa
FK_reservaciones_areasrestaurant,dbo,reservaciones,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_reservaciones_clientes,dbo,reservaciones,idcliente,dbo,clientes,idcliente
FK_reservaciones_comisionistas,dbo,reservaciones,idcomisionista,dbo,comisionistas,idcomisionista
FK_reservaciones_tiporeservaciones,dbo,reservaciones,idtiporeservacion,dbo,tiporeservaciones,idtiporeservacion
FK__saldoscli__saldo__3EFC4F81,dbo,saldosclientes,idcliente,dbo,clientes,idcliente
FK_SalesAreaPriceList_FKIdarearestaurant,dbo,SalesAreaPriceList,FKIdarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_SalesAreaPriceList_FKPriceList,dbo,SalesAreaPriceList,FKPriceList,dbo,PriceLists,PriceListId
FK_serviciominutospatin_productos,dbo,serviciominutospatin,idservicio,dbo,productos,idproducto
FK_stockinsumos_almacen,dbo,stockinsumos,idalmacen,dbo,almacen,idalmacen
FK_stockinsumos_insumos,dbo,stockinsumos,idinsumo,dbo,insumos,idinsumo
FK_stockinsumos_insumospresentaciones,dbo,stockinsumos,idinsumospresentaciones,dbo,insumospresentaciones,idinsumospresentaciones
FK_subgruposproductos_productos1,dbo,subgruposproductos,idproducto,dbo,productos,idproducto
FK_subgruposproductos_subgrupos1,dbo,subgruposproductos,idsubgrupo,dbo,subgrupos,idsubgrupo
FK_subtipogastos_tipogastos,dbo,subtipogastos,idtipogasto,dbo,tipogastos,Idtipogasto
FK_tempcancela_productos,dbo,tempcancela,clave,dbo,productos,idproducto
FK_tempcheqdet_productos,dbo,tempcheqdet,idproducto,dbo,productos,idproducto
FK_tempcheqdetauthsrx_productos,dbo,tempcheqdetauthsrx,idproducto,dbo,productos,idproducto
FK_tempchequesinfo_tempcheques,dbo,tempchequesinfo,folio,dbo,tempcheques,folio
FK_tempchequespagos_formasdepago,dbo,tempchequespagos,idformadepago,dbo,formasdepago,idformadepago
FK_tempexplosioninsumosdetalle_tempexplosionproductos,dbo,tempexplosioninsumosdetalle,idexplosion,dbo,tempexplosionproductos,id
FK_tempexplosionproductosdetalle_id,dbo,tempexplosionproductosdetalle,id,dbo,tempexplosionproductos,id
FK_tempexplosionproductosdetalle_productos,dbo,tempexplosionproductosdetalle,idproducto,dbo,productos,idproducto
FK_tempfoliosfacturados_facturas,dbo,tempfoliosfacturados,idfactura,dbo,facturas,idfactura
FK_tipoclientesPriceList_PriceLists,dbo,tipoclientesPriceList,FKPriceList,dbo,PriceLists,PriceListId
FK_tipoclientesPriceList_tipoclientes,dbo,tipoclientesPriceList,FKidtipocliente,dbo,tipoclientes,idtipocliente
FK__tiposdeme__desca__4F32B74A,dbo,tiposdemesadetalles,idempresa,dbo,empresas,idempresa
FK__tiposdeme__idtip__5026DB83,dbo,tiposdemesadetalles,idtipomesa,dbo,tiposdemesa,idtipomesa
FK_traspasosalmacen_almacen,dbo,traspasosalmacen,almacenorigen,dbo,almacen,idalmacen
FK_traspasosalmacen_almacen1,dbo,traspasosalmacen,almacendestino,dbo,almacen,idalmacen
FK_traspasosalmacen_empresas,dbo,traspasosalmacen,idempresa,dbo,empresas,idempresa
FK_turnos_estaciones,dbo,turnos,idestacion,dbo,estaciones,idestacion
FK_turnosf_estaciones,dbo,turnosf,idestacion,dbo,estaciones,idestacion
FK_usuarios_empresas,dbo,usuarios,idempresa,dbo,empresas,idempresa
FK_usuariosperfilescatalogo_usuariosperfiles,dbo,usuariosperfilescatalogo,idusuariosperfiles,dbo,usuariosperfiles,idusuariosperfiles
FK_VisibilidadAreaParaVenta_app_list,dbo,VisibilidadAreaParaVenta,FKapp_id,dbo,app_list,app_id
FK_VisibilidadAreaParaVenta_areasrestaurant,dbo,VisibilidadAreaParaVenta,FKidarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_workspace_platform_settings_areasrestaurant,dbo,workspace_platform_settings,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_workspace_platform_settings_workspace_apps,dbo,workspace_platform_settings,idapp,dbo,workspace_apps,idapp
FK_configuracion_idarea,dbo,workspace_settings,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_workspace_settings,dbo,workspace_settings,idapp,dbo,workspace_apps,idapp
FK__zonasdomi__idemp__7DB89C09,dbo,zonasdomiciliodescargar,idempresa,dbo,empresas,idempresa
FK__zonasdomi__idzon__7EACC042,dbo,zonasdomiciliodescargar,idzona,dbo,zonasdomicilio,idzona
FK_zonasdomiciliosucursales_zonasdomicilio,dbo,zonasdomiciliosucursales,idzona,dbo,zonasdomicilio,idzona
